rideId,number,rideDate,occupation,collectedAt
0,6500-10,2017-12-08T19:13:21.987Z,5,2017-12-08T20:21:27.543Z
0,6500-10,2017-12-08T19:13:21.987Z,5,2017-12-08T20:18:14.409Z
0,6500-10,2017-12-08T19:13:21.987Z,5,2017-12-08T20:15:26.826Z
0,6500-10,2017-12-08T19:13:21.987Z,4,2017-12-08T20:13:00.488Z
0,6500-10,2017-12-08T19:13:21.987Z,4,2017-12-08T20:07:26.863Z
0,6500-10,2017-12-08T19:13:21.987Z,5,2017-12-08T20:06:04.038Z
0,6500-10,2017-12-08T19:13:21.987Z,2,2017-12-08T20:03:27.114Z
0,6500-10,2017-12-08T19:13:21.987Z,2,2017-12-08T19:59:37.413Z
0,6500-10,2017-12-08T19:13:21.987Z,1,2017-12-08T19:55:29.023Z
0,6500-10,2017-12-08T19:13:21.987Z,1,2017-12-08T19:50:57.079Z
0,6500-10,2017-12-08T19:13:21.987Z,2,2017-12-08T19:49:20.608Z
0,6500-10,2017-12-08T19:13:21.987Z,2,2017-12-08T19:47:55.110Z
0,6500-10,2017-12-08T19:13:21.987Z,2,2017-12-08T19:43:00.854Z
0,6500-10,2017-12-08T19:13:21.987Z,1,2017-12-08T19:41:11.766Z
0,6500-10,2017-12-08T19:13:21.987Z,1,2017-12-08T19:39:15.644Z
0,6500-10,2017-12-08T19:13:21.987Z,1,2017-12-08T19:36:37.760Z
0,6500-10,2017-12-08T19:13:21.987Z,1,2017-12-08T19:33:56.045Z
0,6500-10,2017-12-08T19:13:21.987Z,1,2017-12-08T19:29:32.842Z
0,6500-10,2017-12-08T19:13:21.987Z,1,2017-12-08T19:27:38.815Z
0,6500-10,2017-12-08T19:13:21.987Z,1,2017-12-08T19:24:08.767Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T09:36:31.212Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T09:27:44.981Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T09:25:54.572Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T09:24:22.169Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T09:19:39.756Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T09:17:41.632Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T09:15:41.487Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T09:14:21.240Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T09:11:26.992Z
1,6500-10,2017-12-07T07:56:41.053Z,3,2017-12-07T09:10:08.768Z
1,6500-10,2017-12-07T07:56:41.053Z,3,2017-12-07T09:09:31.835Z
1,6500-10,2017-12-07T07:56:41.053Z,3,2017-12-07T09:07:41.900Z
1,6500-10,2017-12-07T07:56:41.053Z,2,2017-12-07T09:05:10.594Z
1,6500-10,2017-12-07T07:56:41.053Z,2,2017-12-07T09:03:06.987Z
1,6500-10,2017-12-07T07:56:41.053Z,3,2017-12-07T08:58:55.469Z
1,6500-10,2017-12-07T07:56:41.053Z,5,2017-12-07T08:57:16.647Z
1,6500-10,2017-12-07T07:56:41.053Z,5,2017-12-07T08:55:29.225Z
1,6500-10,2017-12-07T07:56:41.053Z,5,2017-12-07T08:54:08.574Z
1,6500-10,2017-12-07T07:56:41.053Z,5,2017-12-07T08:52:37.669Z
1,6500-10,2017-12-07T07:56:41.053Z,5,2017-12-07T08:50:46.605Z
1,6500-10,2017-12-07T07:56:41.053Z,5,2017-12-07T08:49:18.885Z
1,6500-10,2017-12-07T07:56:41.053Z,5,2017-12-07T08:48:01.829Z
1,6500-10,2017-12-07T07:56:41.053Z,5,2017-12-07T08:45:18.160Z
1,6500-10,2017-12-07T07:56:41.053Z,8,2017-12-07T08:40:05.470Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T08:40:03.281Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T08:38:41.671Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T08:37:15.470Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T08:34:12.875Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T08:32:01.840Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T08:28:51.989Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T08:26:09.430Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T08:23:23.606Z
1,6500-10,2017-12-07T07:56:41.053Z,1,2017-12-07T08:21:34.574Z
1,6500-10,2017-12-07T07:56:41.053Z,2,2017-12-07T08:19:09.716Z
1,6500-10,2017-12-07T07:56:41.053Z,3,2017-12-07T08:17:29.924Z
1,6500-10,2017-12-07T07:56:41.053Z,3,2017-12-07T08:15:58.941Z
1,6500-10,2017-12-07T07:56:41.053Z,3,2017-12-07T08:13:05.155Z
1,6500-10,2017-12-07T07:56:41.053Z,3,2017-12-07T08:10:34.582Z
1,6500-10,2017-12-07T07:56:41.053Z,3,2017-12-07T08:08:32.181Z
1,6500-10,2017-12-07T07:56:41.053Z,3,2017-12-07T08:05:30.698Z
1,6500-10,2017-12-07T07:56:41.053Z,3,2017-12-07T08:01:11.380Z
1,6500-10,2017-12-07T07:56:41.053Z,2,2017-12-07T08:00:00.801Z
1,6500-10,2017-12-07T07:56:41.053Z,2,2017-12-07T07:56:47.934Z
2,6500-10,2017-12-06T18:55:30.609Z,1,2017-12-06T21:23:48.118Z
2,6500-10,2017-12-06T18:55:30.609Z,1,2017-12-06T21:18:31.692Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T21:15:53.322Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T21:14:37.900Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T21:12:30.763Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T21:08:40.047Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T21:06:03.823Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T21:03:45.873Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T21:02:12.689Z
2,6500-10,2017-12-06T18:55:30.609Z,4,2017-12-06T20:57:58.354Z
2,6500-10,2017-12-06T18:55:30.609Z,4,2017-12-06T20:54:53.844Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T20:47:19.884Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T20:41:12.231Z
2,6500-10,2017-12-06T18:55:30.609Z,4,2017-12-06T20:33:30.185Z
2,6500-10,2017-12-06T18:55:30.609Z,4,2017-12-06T20:29:20.808Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T20:25:45.099Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T20:22:07.987Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T20:20:31.435Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T20:17:05.630Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T20:15:08.884Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T20:13:52.267Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T20:10:23.736Z
2,6500-10,2017-12-06T18:55:30.609Z,8,2017-12-06T20:02:27.572Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T20:02:25.675Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T20:01:00.466Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:59:17.009Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:58:08.993Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:56:09.219Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:52:29.980Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:51:09.174Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:46:56.969Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:45:11.943Z
2,6500-10,2017-12-06T18:55:30.609Z,3,2017-12-06T19:41:47.086Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:38:55.159Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:34:55.118Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:31:19.802Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:27:06.503Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:25:14.866Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:21:44.084Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:20:10.313Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:18:17.754Z
2,6500-10,2017-12-06T18:55:30.609Z,2,2017-12-06T19:16:22.857Z
2,6500-10,2017-12-06T18:55:30.609Z,1,2017-12-06T19:13:36.691Z
2,6500-10,2017-12-06T18:55:30.609Z,1,2017-12-06T19:09:41.782Z
2,6500-10,2017-12-06T18:55:30.609Z,1,2017-12-06T19:06:39.939Z
2,6500-10,2017-12-06T18:55:30.609Z,1,2017-12-06T19:03:06.024Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T09:45:36.779Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T09:42:37.696Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T09:39:16.005Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T09:36:48.009Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T09:34:35.600Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T09:32:00.589Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T09:30:41.650Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T09:28:26.100Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T09:25:20.105Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T09:24:16.670Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T09:22:48.932Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T09:19:36.558Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T09:17:43.351Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T09:12:21.350Z
3,6500-10,2017-11-29T07:51:02.804Z,3,2017-11-29T09:09:44.224Z
3,6500-10,2017-11-29T07:51:02.804Z,3,2017-11-29T09:07:09.237Z
3,6500-10,2017-11-29T07:51:02.804Z,3,2017-11-29T09:04:12.747Z
3,6500-10,2017-11-29T07:51:02.804Z,3,2017-11-29T09:02:22.963Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T09:00:33.574Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T08:56:30.880Z
3,6500-10,2017-11-29T07:51:02.804Z,8,2017-11-29T08:45:58.703Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T08:41:05.250Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T08:40:08.436Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T08:38:26.185Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T08:36:51.678Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T08:33:54.727Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T08:30:58.271Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T08:28:14.322Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T08:25:05.015Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T08:23:03.810Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T08:20:12.768Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T08:17:27.477Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T08:15:51.656Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T08:12:33.895Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T08:09:56.690Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T08:03:24.535Z
3,6500-10,2017-11-29T07:51:02.804Z,2,2017-11-29T07:58:31.785Z
3,6500-10,2017-11-29T07:51:02.804Z,1,2017-11-29T07:56:27.382Z
